Music Videos: id, id_artist, name, original name, type, published date, pak (y/n), views, likes, circle streaming score
8984,11,"Shh","Shh",alternate,2014-01-21 00:00:00,n,298251,4276,0
6479,406,"Would you like a cup of coffee?","Would you like a cup of coffee?",duplicate,2014-01-21 00:00:00,n,278185,921,0
47698,936,"Tell Me","텔미",main,2014-01-21 00:00:00,n,352519,4111,161
21567,4007,"1999","1999",main,2014-01-22 00:00:00,n,197751,1816,28
12118,970,"No Answer","No Answer",main,2014-01-22 00:00:00,n,1823164,13473,805
37059,4898,"Run Away","런어웨이",duplicate,2014-01-22 00:00:00,n,576,4,0
53717,6634,"Fly with you","Fly with you",main,2014-01-22 00:00:00,n,139368,5310,0
21397,3558,"Twilight","트와일라잇",main,2014-01-23 00:00:00,n,110995,2833,0
37058,4898,"Run Away","런어웨이",main,2014-01-23 00:00:00,n,71100,1280,0
1308,188,"Don\'t say anything","아무말도 하지마요",main,2014-01-24 00:00:00,n,745367,7658,206
6688,198,"Steps","Steps",main,2014-01-24 00:00:00,n,1318144,21262,64
18794,1474,"Oppa Virus","오빠 바이러스",main,2014-01-24 00:00:00,n,486042,4065,0
38310,5129,"Time Goes By","Time Goes By",main,2014-01-24 00:00:00,n,120279,1585,0
8384,723,"Domino Game","도미노 게임",main,2014-01-24 00:00:00,n,3195464,49662,0
34253,723,"Domino Game","도미노 게임",duplicate,2014-01-24 00:00:00,n,214326,4166,0
4950,16,"Miniskirt","Miniskirt",alternate,2014-01-26 00:00:00,n,4414327,37559,0
1195,80,"Girls Girls Girls","Girls Girls Girls",alternate,2014-01-26 00:00:00,n,3866024,73216,0
72887,8372,"Love Snow","사랑눈",main,2014-01-26 00:00:00,n,38629,990,0
34254,723,"Domino Game","도미노 게임",alternate,2014-01-26 00:00:00,n,27915,476,0
11303,493,"Special","특별해",duplicate,2014-01-27 00:00:00,n,81153,506,0
6005,184,"You Don\'t Love Me","You Don\'t Love Me",main,2014-01-27 00:00:00,n,6319100,81892,469
1223,184,"You Don\'t Love Me","You Don\'t Love Me",duplicate,2014-01-27 00:00:00,n,1877904,27300,0
1235,114,"Like a star","별처럼",main,2014-01-27 00:00:00,n,5716213,21937,672
1244,70,"Fxxk U","Fxxk U",main,2014-01-27 00:00:00,n,21809974,169205,596
9266,46,"Feel Good","Feel Good",duplicate,2014-01-28 00:00:00,n,102094,866,0
34255,723,"Domino Game","도미노 게임",alternate,2014-01-28 00:00:00,n,71986,1217,0
32556,3522,"Always Thinking About You","왜 자꾸 보고싶을까",main,2014-01-29 00:00:00,n,140546,1100,53
34183,928,"Remember you","리멤버 유",main,2014-01-29 00:00:00,n,1204152,23853,74
66224,438,"The Detail","The Detail",main,2014-01-29 00:00:00,n,88442,588,0
35784,47,"HERO","히어로",main,2014-02-01 00:00:00,n,1033347,11145,0
38098,5084,"Wish, Again","바램, 다시",main,2014-02-02 00:00:00,n,996,45,0
17041,1355,"I Want To Love Again","다시 사랑하고 싶다",main,2014-02-03 00:00:00,n,34440,981,0
1466,22,"1004 Angel","천사",main,2014-02-03 00:00:00,n,17682032,257635,349
35783,47,"HERO","히어로",alternate,2014-02-03 00:00:00,n,946756,7212,0
1004,23,"Lonely","Lonely",alternate,2014-02-03 00:00:00,n,5624875,76678,0
17451,1384,"Game Over","게임 오버",main,2014-02-04 00:00:00,n,100855,1717,0
37603,5004,"Yum Yum Yum","냠냠냠",main,2014-02-04 00:00:00,n,1975374,35891,0
14926,981,"Winter of Haeundae","겨울 해운대",main,2014-02-05 00:00:00,n,245435,3750,37
8385,723,"Domino Game","Domino Game",alternate,2014-02-05 00:00:00,n,128146,1673,0
37319,4963,"Cotton Candy","솜사탕",duplicate,2014-02-05 00:00:00,n,205103,1770,0
37929,5067,"Pika-Burnjuck","삐까뻔쩍",main,2014-02-06 00:00:00,n,953016,14491,0
1234,88,"Good Bye","안녕",main,2014-02-06 00:00:00,n,13079306,77169,1436
1241,70,"Truth or Dare","진실 혹은 대담",main,2014-02-06 00:00:00,n,4015730,38574,524
97,180,"Some","썸",main,2014-02-07 00:00:00,n,118699361,905678,3126
2175,259,"I Love you","사랑해",main,2014-02-07 00:00:00,n,917273,11690,142
22017,4234,"Talk To Me","톡투미",main,2014-02-10 00:00:00,n,256262,2989,153
11560,938,"Hesitating lips","Hesitating lips",main,2014-02-10 00:00:00,n,626168,9581,149
1194,80,"Girls Girls Girls","Girls Girls Girls",alternate,2014-02-10 00:00:00,n,12603281,181409,0
1240,70,"Truth or Dare","진실 혹은 대담",duplicate,2014-02-10 00:00:00,n,3049606,21275,0
15364,1247,"Peppermint Chocolate","썸남썸녀",main,2014-02-11 00:00:00,n,4111358,45504,0
13615,1077,"Can you hear me?","들리나요",main,2014-02-11 00:00:00,n,50994,606,109
581,40,"Boy in Luv","상남자",main,2014-02-11 00:00:00,n,465555793,6734764,179
1412,40,"Boy in Luv","상남자",duplicate,2014-02-11 00:00:00,n,67948735,2489388,0
38449,5084,"Dying Inside","틀",main,2014-02-12 00:00:00,n,10290,244,0
9368,187,"BBB","BBB",main,2014-02-12 00:00:00,n,65835,1317,0
10137,372,"Inner Space","나의 뇌구조",duplicate,2014-02-12 00:00:00,n,152872,1757,0
668,186,"Marionette","마리오네트",duplicate,2014-02-12 00:00:00,n,20427053,161030,180
3500,372,"Inner Space","나의 뇌구조",main,2014-02-12 00:00:00,n,373945,4408,0
6838,1438,"Breath","숨소리",main,2014-02-12 00:00:00,n,15209307,238486,490
12224,825,"Arario","아라리오",main,2014-02-12 00:00:00,n,5284175,122431,0
18168,1438,"Breath","숨소리",main,2014-02-12 00:00:00,n,5983005,90672,0
18173,1438,"Breath","숨소리",main,2014-02-12 00:00:00,n,2767186,61957,33
14153,126,"So Wonderful","쏘 원더풀",duplicate,2014-02-13 00:00:00,n,1655727,17226,0
3277,370,"Tears fallin\' like today","오늘 같은 눈물이",main,2014-02-13 00:00:00,n,4864549,17810,852
1530,126,"So Wonderful","쏘 원더풀",main,2014-02-13 00:00:00,n,2588922,27686,485
3671,407,"The Vow","서약",main,2014-02-14 00:00:00,n,14720420,27561,83
44425,5422,"I\'m The Best","내가 메인이야",main,2014-02-14 00:00:00,n,805643,10534,0
667,186,"Marionette","Marionette",alternate,2014-02-14 00:00:00,n,1593478,13718,0
16028,342,"Pass me by","Pass me by",duplicate,2014-02-14 00:00:00,n,66182,645,0
72877,8372,"YES or NO","YES or NO",alternate,2014-02-14 00:00:00,n,28685,753,0
13760,1088,"Back It Up","Back It Up",duplicate,2014-02-14 00:00:00,n,138449,1364,0
3310,342,"Pass me by","Pass me by",main,2014-02-14 00:00:00,n,1433694,5346,312
60648,1020,"All you need is love","사미인곡",duplicate,2014-02-15 00:00:00,n,161504,867,0
18172,200,"Set Me Free","Set Me Free",main,2014-02-15 00:00:00,n,789030,24902,0
1414,40,"Boy in Luv","Boy in Luv",alternate,2014-02-16 00:00:00,n,52382990,1174625,0
1454,38,"Beep Beep","뛰뛰빵빵",main,2014-02-16 00:00:00,n,15198575,200043,301
2271,268,"Full Moon","보름달",main,2014-02-16 00:00:00,n,32526100,377466,998
1827,183,"Don\'t tease me","놀리러 간다",main,2014-02-17 00:00:00,n,730884,19650,6
1830,183,"Why I\'m not?","왜 난꼭",main,2014-02-17 00:00:00,n,1368653,26585,0
37321,4963,"Jal-Tang","잘탕",main,2014-02-17 00:00:00,n,38062,521,0
10141,372,"Beep","Beep",duplicate,2014-02-18 00:00:00,n,429850,7036,0
3498,372,"Beep","Beep",main,2014-02-18 00:00:00,n,695289,5299,246
64045,7782,"ENCHANTE","만나서 반가워요",main,2014-02-19 00:00:00,n,4716,75,0
50481,6297,"Farewell Rain","이별비",main,2014-02-19 00:00:00,n,36785,835,0
50488,6297,"Love You","Love You",main,2014-02-19 00:00:00,n,90725,1297,12
44709,146,"F.F.Y.","F.F.Y.",main,2014-02-19 00:00:00,n,741021,9809,0
18169,1438,"Blind","내 욕심이 많았다",main,2014-02-19 00:00:00,n,1793315,48604,45
18170,1438,"Blind","내 욕심이 많았다",main,2014-02-19 00:00:00,n,920728,22618,0
18171,1438,"Blind","내 욕심이 많았다",main,2014-02-19 00:00:00,n,584896,18285,0
38187,5105,"Romeo Mannequin","로미오 마네킹",main,2014-02-20 00:00:00,n,70167,1670,0
1413,40,"Boy in Luv","Boy in Luv",alternate,2014-02-20 00:00:00,n,19290416,672525,0
1419,40,"Boy in Luv","Boy in Luv",alternate,2014-02-20 00:00:00,n,8011629,100815,0
1748,35,"Video Game","Video Game",main,2014-02-20 00:00:00,n,1567252,34246,0
13808,423,"Haeundae","해운대",main,2014-02-20 00:00:00,n,581478,2824,331
14161,126,"So Wonderful","쏘 원더풀",duplicate,2014-02-21 00:00:00,n,3931,195,0
9817,193,"First Love","퍼스트 러브",main,2014-02-21 00:00:00,n,9190873,71648,129
21506,3863,"I\'ll call ya","전화할게",main,2014-02-22 00:00:00,n,78375,1149,0
1847,46,"Can\'t Stop","Can\'t Stop",main,2014-02-23 00:00:00,n,23865859,264435,744
630,88,"Let it Go","렛 잇 고",main,2014-02-25 00:00:00,n,18443684,250206,294
19330,1533,"Tantara","딴따라",main,2014-02-25 00:00:00,n,1720018,45019,0
3508,239,"Another Parting","어떤 안녕",main,2014-02-25 00:00:00,n,408333,5653,32
2835,230,"Four times around the sun","지구가 태양을 네번",main,2014-02-26 00:00:00,n,2612306,23854,0
47429,5827,"Not Bad","Not Bad",main,2014-02-26 00:00:00,n,80013,1133,0
1360,207,"Spellbound","수리수리",main,2014-02-26 00:00:00,n,9399872,127523,148
14932,1168,"Victorious 2","이겨낼거야 2",main,2014-02-26 00:00:00,n,1017054,8154,71
14937,1168,"Victorious 2","이겨낼거야 2",duplicate,2014-02-26 00:00:00,n,525366,3615,0
51112,1227,"My Song Why Don\'t You Wake Up","노래여 잠에서 깨라",main,2014-02-26 00:00:00,n,29499,211,0
3268,369,"Every Moment Of You","너의 모든 순간",main,2014-02-26 00:00:00,n,25964413,106882,13499
66225,438,"Thought","Thought",main,2014-02-27 00:00:00,n,93266,367,0
17119,1356,"Cigarette Girl","담배가게 아가씨",main,2014-02-27 00:00:00,n,259806,1964,0
810,27,"Thank u very much","땡큐 베리 머치",main,2014-02-28 00:00:00,n,5664927,47145,63
14940,1168,"Victorious 2","Victorious 2",alternate,2014-02-28 00:00:00,n,112816,1493,0
156,78,"Mr.Mr.","미스터미스터",main,2014-02-28 00:00:00,n,105349311,943681,1018
15601,27,"Thank u very much","땡큐 베리 머치",duplicate,2014-02-28 00:00:00,n,99193,1575,0
1342,4,"Happy","Happy",main,2014-03-02 00:00:00,n,26197497,308010,383
37917,5063,"Because I\'m Your Girl","여자이니까",main,2014-03-03 00:00:00,n,497551,7272,72
342,4,"Come Back Home","컴백홈",main,2014-03-03 00:00:00,n,120827528,1324524,1892
32882,38,"Beep Beep","뛰뛰빵빵",alternate,2014-03-03 00:00:00,n,3255076,37107,0
16787,1336,"Liar","Liar",main,2014-03-04 00:00:00,n,299188,2813,0
60017,6050,"Alley","골목길",main,2014-03-05 00:00:00,n,1394865,5721,0
2939,207,"Spellbound","수리수리",alternate,2014-03-05 00:00:00,n,1875227,40958,0
10803,904,"Do Better","Do Better",main,2014-03-06 00:00:00,n,402555,4948,0
29619,4400,"Counting stars","별 헤는 밤",main,2014-03-06 00:00:00,n,796397,3557,120
1238,136,"Miss you... Crying","보고 싶어...운다",main,2014-03-06 00:00:00,n,1780332,12805,602
13611,1077,"Who is the one, I am the ONE!","하나둘셋넷",main,2014-03-07 00:00:00,n,406415,1648,69
645,80,"I Like you","난 니가 좋아",main,2014-03-08 00:00:00,n,20847426,276564,0
1441,22,"No Mercy","No Mercy",main,2014-03-09 00:00:00,n,1738103,30689,0
17042,1355,"Special Guy","특별한 남자",main,2014-03-10 00:00:00,n,209818,6270,0
12234,972,"Delicious","Delicious",main,2014-03-10 00:00:00,n,5185496,144524,274
3130,348,"Gone too far","해도 해도 너무했어",main,2014-03-11 00:00:00,n,173448,1894,97
70675,8232,"To The Victory","승리를 위하여",main,2014-03-12 00:00:00,n,761323,5023,0
43837,973,"Go Reds Go","Go Reds Go",main,2014-03-12 00:00:00,n,63522,502,0
1139,153,"Catallena","까탈레나",main,2014-03-12 00:00:00,n,38697423,534293,1197
646,80,"I Like you","I Like you",alternate,2014-03-12 00:00:00,n,11714551,178252,0
55459,16,"You, Spread The Wings Of Victory","그대, 승리의 날개를 펼쳐라",main,2014-03-12 00:00:00,n,102463,962,0
8699,153,"Catallena","까탈레나",duplicate,2014-03-12 00:00:00,n,16298098,207890,0
20701,2907,"My Heart Says","심장이 말했다",main,2014-03-13 00:00:00,n,199526,0,0
58860,7191,"Summer","뜨거울 나이",main,2014-03-13 00:00:00,n,199268,1535,0
378,4,"Come Back Home","Come Back Home",alternate,2014-03-14 00:00:00,n,30331328,308034,0
50086,6173,"My Story","내 얘기야",main,2014-03-14 00:00:00,n,122004,1413,45
16811,1339,"Green Light","그린라이트",main,2014-03-14 00:00:00,n,643129,11749,88
50087,6173,"My Story","내 얘기야",alternate,2014-03-15 00:00:00,n,28658,393,0
196,7,"Whatcha Doin\' Today","오늘 뭐해",main,2014-03-16 00:00:00,n,27264962,212027,887
18192,1439,"What Happens Only To Me","내게만 일어나는 일",main,2014-03-17 00:00:00,n,317583,2920,64
9253,46,"Can\'t Stop","Can\'t Stop",duplicate,2014-03-17 00:00:00,n,668235,6189,0
18216,1439,"What Happens Only To Me","내게만 일어나는 일",duplicate,2014-03-17 00:00:00,n,221388,1675,0
814,27,"Thank u very much","Thank u very much",alternate,2014-03-17 00:00:00,n,2229889,13040,0
28052,67,"Mitaiken Future","Mitaiken Future",main,2014-03-17 00:00:00,n,1445155,18901,0
406,4,"Gotta be you","Gotta be you",alternate,2014-03-17 00:00:00,n,6367839,73281,0
1724,1,"Beat","심장이 뛴다",main,2014-03-17 00:00:00,n,2092736,43437,35
21507,3863,"Run For Your Dream","Run For Your Dream",main,2014-03-18 00:00:00,n,65754,694,0
14112,1111,"Bang Bang Crossroads","뱅뱅사거리",main,2014-03-18 00:00:00,n,234932,4007,19
14113,1111,"Bang Bang Crossroads","뱅뱅사거리",duplicate,2014-03-18 00:00:00,n,52045,981,0
30573,183,"Zombie Party","좀비파티",main,2014-03-18 00:00:00,n,711181,20026,0
1140,153,"Catallena","Catallena",alternate,2014-03-18 00:00:00,n,24743934,284634,0
18177,132,"Ordinary Song","흔한 노래",duplicate,2014-03-19 00:00:00,n,320068,1130,0
2641,23,"Lonely","Lonely",alternate,2014-03-19 00:00:00,n,4905659,67196,0
1275,132,"Ordinary Song","흔한 노래",main,2014-03-19 00:00:00,n,2924758,6529,1012
10486,362,"Because I Love You","Because I Love You",main,2014-03-20 00:00:00,n,6300781,130792,0
43036,5320,"Without You","위드아웃 유",main,2014-03-21 00:00:00,n,1450605,69892,16
12117,970,"Thank You My Love","Thank You My Love",main,2014-03-21 00:00:00,n,1153916,6319,353
9346,70,"A Tempo","A Tempo",main,2014-03-21 00:00:00,n,255951,3540,154
11994,193,"Do you know me?","나 어떡해",duplicate,2014-03-23 00:00:00,n,244924,2439,0
31021,4443,"Your Love","유어 러브",main,2014-03-24 00:00:00,n,173813,1205,107
15670,191,"Swing","Swing",main,2014-03-24 00:00:00,n,7957231,151093,0
3418,108,"At first","첨엔 다 그래",main,2014-03-24 00:00:00,n,2314774,54416,0
10132,353,"The Sun is Filled","The Sun is Filled",main,2014-03-24 00:00:00,n,441014,1806,52
18851,1483,"88","88",duplicate,2014-03-24 00:00:00,n,38761,282,0
1446,140,"Be a man","남자답게",main,2014-03-24 00:00:00,n,4673443,84426,161
11736,944,"It Was","뜨래요",duplicate,2014-03-24 00:00:00,n,1649151,6851,0
72726,34,"My Avatar","My Avatar",main,2014-03-25 00:00:00,n,1580962,25765,0
10813,905,"Ear Attack","귓방망이",duplicate,2014-03-25 00:00:00,n,2873130,8424,0
18863,1483,"88","88",main,2014-03-25 00:00:00,n,562877,3142,0
75971,8681,"After","After",main,2014-03-25 00:00:00,n,26020,1326,0
207,7,"Whatcha Doin\' Today","Whatcha Doin\' Today",alternate,2014-03-25 00:00:00,n,16366005,105398,0
58842,7191,"Smile, Bump","Smile, Bump",main,2014-03-25 00:00:00,n,45229,337,0
1832,183,"Don\'t tease me","Don\'t tease me",alternate,2014-03-26 00:00:00,n,6900836,148151,0
14938,1168,"Fallin\'","Fallin\'",duplicate,2014-03-26 00:00:00,n,293847,3073,0
14939,1168,"Fallin\'","Fallin\'",main,2014-03-26 00:00:00,n,707716,9398,127
2169,258,"Meet him among them","그 중에 그대를 만나",main,2014-03-26 00:00:00,n,22730473,93749,1700
3199,360,"How are you?","별일 없니?",main,2014-03-26 00:00:00,n,436228,3352,121
66226,438,"WILD BOY","WILD BOY",main,2014-03-26 00:00:00,n,171769,1908,69
10726,136,"My Destiny","My Destiny",duplicate,2014-03-26 00:00:00,n,895177,3555,0
50173,6115,"Kamasutra","Kamasutra",main,2014-03-26 00:00:00,n,29714,406,0
18217,1439,"I Feel On You","너에게만 반응해",duplicate,2014-03-27 00:00:00,n,248807,3364,0
14180,1114,"Wolf is stupid","늑대들은 몰라요",main,2014-03-27 00:00:00,n,894283,10992,0
75458,8619,"ONE LOVE","ONE LOVE",main,2014-03-27 00:00:00,n,259348,5218,0
55805,428,"Hold Me Tight","감아",main,2014-03-27 00:00:00,n,1017754,11540,1041
67606,8069,"Dancing Sorrow","춤",main,2014-03-28 00:00:00,n,28709,446,0
20286,2763,"I\'m Okay, Now","살만해졌어",main,2014-03-28 00:00:00,n,15716,189,0
16507,1322,"Body Party","낮져밤이",main,2014-03-28 00:00:00,n,232734,3723,0
72875,8372,"Kiss Scene","키스할래요",duplicate,2014-03-28 00:00:00,n,75000,1813,0
72889,8372,"Kiss Scene","키스할래요",main,2014-03-28 00:00:00,n,86720,1757,0
12273,980,"Rewind","Rewind",main,2014-03-28 00:00:00,n,265921,2266,0
75981,8687,"Crush On You","끌려",main,2014-03-29 00:00:00,n,10323,251,0
179,78,"Mr.Mr.","Mr.Mr.",alternate,2014-03-30 00:00:00,n,48483588,405766,0
1055,47,"Uh-ee","어이",main,2014-03-31 00:00:00,n,18357193,131912,465
20287,2763,"I\'m Okay, Now","살만해졌어",alternate,2014-03-31 00:00:00,n,27546,226,0
14485,191,"Swing","Swing",main,2014-03-31 00:00:00,n,31409181,347253,73
44215,5391,"CHISA\'BOUNCE","치사BOUNCE",main,2014-03-31 00:00:00,n,3125672,51222,40
470,18,"Mr.Chu","미스터 츄",main,2014-03-31 00:00:00,n,109853217,613587,1607
475,18,"Mr.Chu","미스터 츄",duplicate,2014-03-31 00:00:00,n,30961129,243395,0
1083,49,"Sometimes","가끔",main,2014-04-01 00:00:00,n,26471888,123101,469
3446,387,"Yasisi","야시시",main,2014-04-01 00:00:00,n,4105633,26780,290
10265,96,"BTD","BTD",alternate,2014-04-02 00:00:00,n,415955,21994,0
3120,347,"Wild Flower","야생화",duplicate,2014-04-02 00:00:00,n,11281219,132725,0
18238,1439,"I Feel On You","너에게만 반응해",main,2014-04-02 00:00:00,n,442556,3761,179
3396,381,"2 Years Apart","2 Years Apart",main,2014-04-02 00:00:00,n,3003687,34002,247
11375,49,"Sometimes","가끔",duplicate,2014-04-02 00:00:00,n,829815,5876,0
6518,381,"2 Years Apart","2 Years Apart",duplicate,2014-04-02 00:00:00,n,704924,6002,0
6564,347,"Wild Flower","야생화",main,2014-04-02 00:00:00,n,59556244,247609,4543
31189,3232,"Anytime","언제라도",main,2014-04-02 00:00:00,n,31585,177,33
45339,5492,"Return","Return",main,2014-04-03 00:00:00,n,35089,623,0
16799,183,"Look at me now","Look at me now",main,2014-04-03 00:00:00,n,1852023,42009,0
45340,5492,"Wolf","Wolf",main,2014-04-04 00:00:00,n,8812,153,0
9278,46,"Truth","Truth",main,2014-04-04 00:00:00,n,2591857,27345,0
12680,44,"MTBD","멘붕",duplicate,2014-04-04 00:00:00,n,13697480,212699,718
1715,137,"Without you","견딜만해",main,2014-04-04 00:00:00,n,9370953,76421,864
208,7,"Whatcha Doin\' Today","Whatcha Doin\' Today",alternate,2014-04-04 00:00:00,n,505270,7346,0
1583,14,"200%","200%",main,2014-04-06 00:00:00,n,71126341,674160,1779
577,40,"Just One Day","하루만",main,2014-04-06 00:00:00,n,255141452,4168189,3113
1417,40,"Just One Day","하루만",duplicate,2014-04-06 00:00:00,n,53840882,1894049,0
42976,377,"Those Obvious Words","그 뻔한 말",main,2014-04-06 00:00:00,n,1556,15,0
56344,6883,"Hakuna Matata","하쿠나마타타",main,2014-04-07 00:00:00,n,42152,164,0
3388,381,"The Manual","너 사용법",main,2014-04-07 00:00:00,n,10827735,106972,1466
6532,381,"The Manual","너 사용법",duplicate,2014-04-07 00:00:00,n,914797,8787,0
45000,5432,"Dancing Alone","Dancing Alone",main,2014-04-07 00:00:00,n,137669,4406,0
2,100,"Not Spring, Love or Cherry Blossoms","봄,사랑,벚꽃 말고",main,2014-04-08 00:00:00,n,141569228,879396,4037
5155,235,"I\'m different","난 좀 달라",duplicate,2014-04-08 00:00:00,n,1725497,13721,0
6772,58,"Ooh Ooh","우우",duplicate,2014-04-08 00:00:00,n,202670,8700,0
1780,58,"Ooh Ooh","우우",main,2014-04-08 00:00:00,n,3224977,58094,44
15359,100,"Not Spring, Love or Cherry Blossoms","봄,사랑,벚꽃 말고",duplicate,2014-04-08 00:00:00,n,174108,2324,0
3958,235,"I\'m different","난 좀 달라",main,2014-04-09 00:00:00,n,301504,4779,24
31003,4443,"Love Game","요즘 바쁜가봐",main,2014-04-10 00:00:00,n,3002306,19197,644
31017,4443,"Love Game","요즘 바쁜가봐",duplicate,2014-04-10 00:00:00,n,42689,322,0
1588,14,"200%","200%",alternate,2014-04-10 00:00:00,n,3215216,55902,0
34836,1014,"What I Wanted To Say","아직 하지 못한 말",duplicate,2014-04-11 00:00:00,n,404684,8519,0
3394,381,"Push & Pull","밀당의 고수",main,2014-04-11 00:00:00,n,1198228,8690,381
3452,387,"Yasisi","야시시",duplicate,2014-04-11 00:00:00,n,3681437,23739,0
6533,381,"Push & Pull","밀당의 고수",duplicate,2014-04-11 00:00:00,n,567542,2779,0
3466,388,"Metronome","메트로놈",main,2014-04-11 00:00:00,n,5388173,65972,194
2834,230,"The great escape","소멸탈출",main,2014-04-13 00:00:00,n,440516,8329,14
1418,40,"Just One Day","Just One Day",alternate,2014-04-13 00:00:00,n,6026253,190998,0
55808,6821,"I Just Loved You","다만 그대를",main,2014-04-14 00:00:00,n,201890,3287,233
1586,14,"Melted","얼음들",main,2014-04-14 00:00:00,n,12908584,221915,606
1382,32,"Jackpot","잭팟",main,2014-04-14 00:00:00,n,23348377,271128,680
12710,994,"Hero","Hero",main,2014-04-14 00:00:00,n,279136,1734,0
15786,32,"Jackpot","잭팟",duplicate,2014-04-14 00:00:00,n,7517754,134915,0
9274,46,"Still","Still",main,2014-04-16 00:00:00,n,3335890,33592,0
37372,4986,"Every Moment","Every Moment",main,2014-04-22 00:00:00,n,105576,1238,0
67605,8069,"Day Dream","뒹굴뒹굴",main,2014-04-24 00:00:00,n,392796,4453,88
72309,193,"Do You Know Me","Do You Know Me",main,2014-04-25 00:00:00,n,464954,3167,0
14223,1122,"Wa","와",main,2014-04-25 00:00:00,n,316824,4830,63
11948,791,"After the sorrow passes","슬픔도 지나고 나면",main,2014-04-25 00:00:00,n,1683038,5589,97
37374,4986,"Choking My Neck","Choking My Neck",main,2014-04-26 00:00:00,n,41929,485,0
32418,1,"Phone","전화",main,2014-04-28 00:00:00,n,166944,5600,0
18197,1439,"Brilliant days","화양연화",main,2014-04-30 00:00:00,n,806845,4630,0
34216,4710,"Kukerichoo","쿠커리츄",main,2014-04-30 00:00:00,n,383872,3109,0
49589,1122,"Peace","평화",main,2014-04-30 00:00:00,n,37483,330,0
37375,4986,"Kitsch","Kitsch",main,2014-05-01 00:00:00,n,10788,167,0
1584,14,"Give Love","기브 러브",main,2014-05-02 00:00:00,n,121194067,1569509,959
17608,1396,"Hand","손",main,2014-05-02 00:00:00,n,119554,1556,143
17609,1396,"Hand","Hand",alternate,2014-05-02 00:00:00,n,8152,123,0
60661,999,"Cinderella","신데렐라",main,2014-05-05 00:00:00,n,1024114,4714,0
505,64,"Overdose","중독",main,2014-05-06 00:00:00,n,31570336,537109,81
506,373,"Overdose","중독",main,2014-05-06 00:00:00,n,266361073,2853971,1172
67884,8109,"WITH THE FLOW","WITH THE FLOW",main,2014-05-07 00:00:00,n,19667,257,0
3116,346,"Fervor","불꽃",main,2014-05-07 00:00:00,n,1364811,4637,343
79294,4722,"It\'s You","It\'s You",main,2014-05-07 00:00:00,n,142885,3390,0
34252,4722,"It\'s You","It\'s You",duplicate,2014-05-07 00:00:00,n,15413,621,0
12576,990,"Love Too Much","Love Too Much",main,2014-05-08 00:00:00,n,197283,1439,248
7566,690,"Yes, You","그래",main,2014-05-08 00:00:00,n,544298,5269,0
9382,690,"그래, 너","그래",duplicate,2014-05-08 00:00:00,n,480838,1497,0
4146,477,"Want U","너를 원해",main,2014-05-09 00:00:00,n,2512211,17464,1217
28050,67,"BE FREE","BE FREE",main,2014-05-09 00:00:00,n,1743544,24701,0
49593,1122,"Tta","따",main,2014-05-10 00:00:00,n,20123,272,0
11816,352,"Night and Day","Night and Day",duplicate,2014-05-12 00:00:00,n,2739408,22705,0
18243,1439,"Brilliant days","화양연화",duplicate,2014-05-12 00:00:00,n,79810,631,0
3158,352,"Night and Day","Night and Day",main,2014-05-12 00:00:00,n,834356,13937,579
72310,193,"Lucky Wannabeee!","リリックビデオ",main,2014-05-12 00:00:00,n,164562,2905,0
700,69,"G.NA\'s Secret","예쁜 속옷",main,2014-05-12 00:00:00,n,4043034,31375,424
10481,496,"Good night kiss","굿나잇 키스",main,2014-05-12 00:00:00,n,6669577,52830,849
37373,4986,"My Funeral","My Funeral",main,2014-05-12 00:00:00,n,49769,720,0
3483,390,"Bomtanaba","봄 타나봐",duplicate,2014-05-13 00:00:00,n,3704766,23105,0
3229,364,"Erase","지우고 싶다",main,2014-05-13 00:00:00,n,890095,7978,327
9163,390,"Bomtanaba","봄 타나봐",main,2014-05-13 00:00:00,n,1004796,14121,457
42963,4623,"Antidote","해독제",main,2014-05-13 00:00:00,n,493688,2875,126
13785,364,"OK","OK",main,2014-05-13 00:00:00,n,343542,4541,65
1590,14,"Give Love","Give Love",alternate,2014-05-14 00:00:00,n,4974131,144670,0
48130,5866,"Speed Up Losers","말 달리자",duplicate,2014-05-15 00:00:00,n,54715,663,0
48131,5866,"Oh! What a Shiny Night","밤이 깊었네",duplicate,2014-05-15 00:00:00,n,28472,260,0
48132,5866,"Quick Service Man","퀵서비스맨",main,2014-05-15 00:00:00,n,55183,317,0
48133,5866,"The Secondhand Radio","고물라디오",main,2014-05-15 00:00:00,n,22111,184,0
48134,5866,"Myeong-Dong Calling","명동콜링",main,2014-05-15 00:00:00,n,158103,1235,0
48136,5866,"Moving Day","이사가는날",main,2014-05-15 00:00:00,n,51919,343,0
48137,5866,"Burning Goodbye","뜨거운안녕",main,2014-05-15 00:00:00,n,33473,311,0
48139,5866,"Let\'s Drink","마시자",main,2014-05-15 00:00:00,n,74690,686,0
48141,5866,"Luxembourg","룩셈부르크",main,2014-05-15 00:00:00,n,21240,153,0
48143,5866,"Uncomfortable Party","불편한파티",main,2014-05-15 00:00:00,n,8047,73,0
48145,5866,"Crying Nut Song","Crying Nut Song",duplicate,2014-05-15 00:00:00,n,4091,41,0
48146,5866,"Pigeon","비둘기",duplicate,2014-05-15 00:00:00,n,11220,127,0
48147,5866,"Ghost MIA","귀신은 뭐하나",duplicate,2014-05-15 00:00:00,n,9040,84,0
