stage_name , full_name                   , birthdate , group_name      , country    , second_country, birthplace
HyunA      , Kim Hyuna                   , 1992-06-06, 4minute         , South Korea,               , Jeolla
Hyuna      , Moon Hyuna                  , 1987-01-19,                 , South Korea,               , Yeosu
Hyunbin    , Kim Hyunbin                 , 2004-05-26, TRI.BE          , South Korea,               , 
Hyungseo   , Myeong Hyeongseo            , 2001-06-25, CLASS:y         , South Korea,               , 
Hyunji     , Kim Hyunji                  , 1992-06-30, Hashtag         , South Korea,               , 
Hyunjin    , Kim Hyunjin                 , 2000-11-15, Loossemble      , South Korea,               , Jeonju
Hyunjoo    , Lee Hyunjoo                 , 1998-02-05, UNI.T           , South Korea,               , Seoul
Hyunseo    , Go Hyunseo                  , 1999-06-17,                 , South Korea,               , 
Hyunyoung  , Cho Hyunyoung               , 1991-08-11, Rainbow         , South Korea,               , Seoul
I          , Cha Yoonji                  , 1996-12-02,                 , South Korea,               , Busan
I.L        , Kim Jiwon                   , 1997-07-01, IRRIS           , South Korea,               , Daegu
Iaan       , Yoo Dongju                  , 2002-03-22, XUM             , South Korea,               , 
Ida        , Ko Chaeyoung                , 2000-05-19, MAJORS          , South Korea,               , 
Ina        , Jeong Yina                  , 2004-06-08, BADVILLAIN      , South Korea, Australia     , Sydney
Ireh       , Cho Seoyoung                , 2002-04-30, Purple Kiss     , South Korea,               , 
Irene      , Bae Juhyun                  , 1991-03-29, Red Velvet      , South Korea,               , Daegu
Iroha      , Hokazuno Iroha              , 2008-02-04, ILLIT           , Japan      ,               , Tokyo
Isa        , Lee Chaeyoung               , 2002-01-23, STAYC           , South Korea,               , Busan
Isol       ,                             , 1997-05-01, Lusty           , South Korea,               , Seoul
IU         , Lee Jieun                   , 1993-05-16,                 , South Korea,               , Seoul
J          , Lee Yeji                    , 1998-02-12, ANS             , South Korea,               , 
J          , Jang Yeeun                  , 2004-12-09, STAYC           , South Korea,               , Daejeon
J.Min      , Shin Minjung                , 1994-11-20, Tiny-G          , South Korea,               , 
Jackie     , Kang Chaeyeon               , 2001-11-17, ICHILLIN'       , USA        , South Korea   , Los Angeles
Jaehee     , Lee Jaehee                  , 2004-03-18, Weeekly         , South Korea,               , 
Jaekyung   , Kim Jaekyung                , 1988-12-24, Rainbow         , South Korea,               , Seoul
Jamie      , Park Jimin                  , 1997-07-05, 15&             , South Korea,               , Junggu
Jane       , Sung Jiyeon                 , 1997-12-20, MOMOLAND        , South Korea,               , Changwon
Jea        , Kim Hyojin                  , 1981-09-18, Brown Eyed Girls, South Korea,               , 
Jeewon     , Kim Jiwon                   , 1999-04-01, Cignature       , South Korea,               , Busan
Jei        , Kim Jinhee                  , 1989-09-05, Fiestar         , South Korea,               , Bucheon
Jenna      , Kim Minji                   , 2006-10-06,                 , South Korea,               , Changwon
Jennie     , Kim Jennie                  , 1996-01-16, BLACKPINK       , South Korea,               , Anyang
Jenny      , Lee Soyul                   , 1996-09-04,                 , South Korea,               , Seoul
Jeonghee   , Go Jeonghee                 , 2000-03-11, Favorite        , South Korea,               , Incheon
Jeongyeon  , Yoo Jeongyeon               , 1996-11-01, Twice           , South Korea,               , Suwon
Jeonyul    , Jeon Yuri                   , 1994-03-20, Stellar         , South Korea,               , Seoul
Jerrry     , Ahn Sohyun                  , 1992-08-27, Tahiti          , South Korea,               , Seoul
Jessica    , Jessica Jung                , 1989-04-18,                 , South Korea,               , 
Jia        , Meng Jia                    , 1989-02-03, miss A          , China      ,               , Changja
Jia        , Guo Jiajia                  , 2005-07-30, TRI.BE          , China      ,               , 
Jia        , Yoon Jia                    , 2004-01-16, mimiirose       , South Korea,               , Incheon
Jiae       , Yoo Jiae                    , 1993-05-21, Lovelyz         , South Korea,               , Seoul
Jiae       , Kim Jiae                    , 1995-10-31, Wassup          , South Korea,               , 
Jian       , Kwon Jieun                  , 2001-03-14, LUNARSOLAR      , South Korea,               , 
Jian       , Kim Jian                    , 2006-11-04,                 , South Korea,               , 
Jiana      , Noh Jihyeon                 , 2006-02-02, YOUNG POSSE     , South Korea,               , Busan
Jieun      , Song Jieun                  , 1990-05-05, SECRET          , South Korea,               , Seoul
Jieun      , Park Jieun                  , 1997-09-04,                 , South Korea,               , 
Jieun      , Choi Jieun                  , 2001-03-03, Bling Bling     , South Korea,               , 
Jieun      , Han Jieun                   , 2009-11-05, YOUNG POSSE     , South Korea,               , 
Jihan      , Han Jihyo                   , 2004-07-12, Weeekly         , South Korea,               , 
Jiheon     , Baek Jiheon                 , 2003-04-17, fromis_9        , South Korea,               , Jeolla
Jiho       , Kim Jiho                    , 1997-04-04,                 , South Korea,               , Okcheon
Jihyo      , Park Jisoo                  , 1997-02-01, Twice           , South Korea,               , Guri
Jihyo      , Lee Jihyo                   , 2001-04-22, PRECIOUS        , South Korea,               , Gyeonggi
Jihyun     , Nam Jihyun                  , 1990-01-09, 4minute         , South Korea,               , Seoul
Jimin      , Shin Jimin                  , 1991-01-08,                 , South Korea,               , Seoul
Jimin      , Won Jimin                   , 2007-11-25, CLASS:y         , South Korea,               , 
JIN        , Park Myungeun               , 1996-06-12, Lovelyz         , South Korea,               , Busan
JinE       , Shin Hyejin                 , 1995-01-22,                 , South Korea,               , Pohang
Jinha      , Kim Jinha                   , 2003-11-21, TRI.BE          , South Korea,               , 
Jinhui     ,                             , 1996-11-21, Lusty           , South Korea,               , Seongnam
Jinju      , Park Jinju                  , 1990-04-28,                 , South Korea,               , 
Jinni      , Choi Yujin                  , 2004-04-16,                 , South Korea,               , 
Jinny      , Park Jinhee                 , 1998-01-19, SECRET NUMBER   , South Korea, USA           , California
Jinsol     , Lee Jinsol                  , 2001-12-04, APRIL           , South Korea,               , Andong
JinSoul    , Jung Jinsol                 , 1997-06-13, ARTMS           , South Korea,               , 
Jisoo      , Seo Jisoo                   , 1994-02-11, Lovelyz         , South Korea,               , Incheon
Jisoo      , Kim Jisoo                   , 1995-01-03, BLACKPINK       , South Korea,               , Seoul
Jisoo      , Shin Jisoo                  , 1994-02-28, Tahiti          , South Korea,               , Chuncheon
Jisoo      , Jung Jisoo                  , 2003-11-22, Busters         , South Korea,               , 
Jisook     , Kim Jisook                  , 1990-07-18, Rainbow         , South Korea,               , Suwon
Jisun      , Roh Jisun                   , 1998-11-23, fromis_9        , South Korea,               , Seoul
Jisun      , Hwang Jisun                 , 1989-10-17, S#aFLA          , South Korea,               , 
Jiu        , Kim Minji                   , 1994-05-17, Dreamcatcher    , South Korea,               , Daejeon
Jiwon      , Yang Jiwon                  , 1988-04-05, UNI.T           , South Korea,               , Seoul
Jiwon      , Park Jiwon                  , 1998-03-20, fromis_9        , South Korea,               , Busan
Jiwon      , Heo Jiwon                   , 2000-09-04, Cherry Bullet   , South Korea,               , 
Jiwon      , Park Jiwon                  , 1997-03-17, BOTOPASS        , South Korea,               , 
Jiwoo      , Jeon Jiwoo                  , 1996-10-04, KARD            , South Korea,               , 
Jiwoo      , Kim Jiwoo                   , 2005-04-13, NMIXX           , South Korea,               , 
Jiwoo      , Lee Jiwoo                   , 2005-10-24, tripleS         , South Korea,               , 
Jiwoo      , Choi Jiwoo                  , 2006-09-07, Hearts2Hearts   , South Korea,               , 
Jiyeon     , Park Jiyeon                 , 1993-06-07, T-ara           , South Korea,               , Seoul
Jiyoon     , Jeon Jiyoon                 , 1990-10-15, 4minute         , South Korea,               , Seoul
Jiyoon     , Woo Jiyoon                  , 1996-01-06, Bolbbalgan4     , South Korea,               , Yeongju
Jiyoon     , Shin Jiyoon                 , 2002-03-02,                 , South Korea,               , 
Jiyoon     , Jeong Jiyoon                , 2000-09-15, ICHILLIN'       , South Korea,               , 
Jiyou      , Im Changsook                , 1989-06-15, Two X           , South Korea,               , 
Jiyoung    , Kang Jiyoung                , 1994-01-18, KARA            , South Korea,               , Paju
Jiyoung    , Ahn Jiyoung                 , 1995-09-14, Bolbbalgan4     , South Korea,               , Yeongju
Jiyul      , Yang Jungyoon               , 1991-07-30,                 , South Korea,               , Seoul
JK         , Kim Jikang                  , 1998-03-17, Girlkind        , South Korea,               , 
Johyun     , Shin Jiwon                  , 1996-04-14, Berry Good      , South Korea,               , 
JOO        , Jung Minjoo                 , 1990-10-11,                 , South Korea,               , Seoul
Joo E      , Lee Joowon                  , 1999-08-18, MOMOLAND        , South Korea,               , Bucheon
JooA       , Lee Juhyun                  , 2002-03-04, Hi-L            , South Korea,               , 
Joobin     , Joo Bin                     , 2009-01-16, tripleS         , South Korea,               , 
Jooeun     , Kim Jooeun                  , 2008-12-03, Hearts2Hearts   , South Korea,               , 
Joonie     , Park Junhee                 , 2002-05-24, ICHILLIN'       , USA        , South Korea   , 
Jooyeon    , Lee Jooyeon                 , 1987-03-19,                 , South Korea,               , Seoul
Joy        , Park Sooyoung               , 1996-09-03, Red Velvet      , South Korea,               , Jeju
Judy       , Kim Dahye                   , 1995-05-16,                 , South Korea,               , 
Jueun      , Lee Jooeun                  , 1995-07-07, DIA             , South Korea,               , Suwon
Jueun      , Jo Jueun                    , 2001-01-27, ARIAZ           , South Korea,               , 
Juhyeon    , Lee Juhyeon                 , 2004-04-08, LIGHTSUM        , South Korea,               , 
Juhyun     , Cha Juhyun                  , 2000-04-01, Bling Bling     , South Korea,               , 
Juju       , Park Juyoung                , 1996-01-03, Gate9           , South Korea,               , Changwon
Julie      , Julie Han                   , 2000-03-29, KISS OF LIFE    , South Korea, USA           , Hawaii
Jungah     , Kim Jungah                  , 1983-08-02,                 , South Korea,               , Incheon
Junghwa    , Park Junghwa                , 1995-05-08, EXID            , South Korea,               , Anyang
Jungwoo    , Uhm Jungwoo                 , 1999-04-02, BVNDIT          , South Korea,               , 
Juri       , Takahashi Juri              , 1997-10-03, Rocket Punch    , Japan      ,               , 
Juyeon     , Lee Juyeon                  , 2001-11-06, Saturday        , South Korea,               , 
K.Me       , Na Miri                     , 1992-04-10, BADKIZ          , South Korea,               , Yeosu
Kady       , Gu Dokyoung                 , 1995-04-07, Gate9           , South Korea,               , Busan
Kaede      , Yamada Kaede                , 2005-12-20, tripleS         , Japan      ,               , Toyama
Kaeun      , Lee Kaeun                   , 1994-08-20, After School    , South Korea,               , Seoul
Kahi       , Park Jiyoung                , 1980-12-25,                 , South Korea,               , Daegu
Karin      , Min Karin                   , 2002-01-05, ALICE           , South Korea,               , 
Karin      , Baek Yerin                  , 2000-04-23, CRAXY           , South Korea,               , 
Karina     , Yoo Jimin                   , 2000-04-11, aespa           , South Korea,               , Gyeonggi
Kazuha     , Nakamura Kazuha             , 2003-08-09, LE SSERAFIM     , Japan      ,               , Osaka
Keena      , Song Jakyung                , 2002-07-09, FIFTY FIFTY     , South Korea,               , 
Kei        , Kim Jiyeon                  , 1995-03-20, Lovelyz         , South Korea,               , Incheon
Keina      , Lee Yoona                   , 1999-02-12, H.U.B           , South Korea,               , 
Kelly      , Lin Kelly                   , 2002-01-16, TRI.BE          , Taiwan     ,               , Kaohsiung
Kelly      , Ha Seoyeon                  , 2006-06-16, BADVILLAIN      , South Korea,               , 
Keumjo     , Lee Keumjo                  , 1992-12-17, 9Muses          , South Korea,               , Daegu
Kiara      , Baek Jinjoo                 , 1998-08-20,                 , South Korea,               , 
Kim Lip    , Kim Jungeun                 , 1999-02-10, ARTMS           , South Korea,               , 
Kokoro     , Kato Kokoro                 , 2000-11-01,                 , Japan      ,               , 
Kongyoo    , Kong Yoojin                 , 2001-05-11, Bonus Baby      , South Korea,               , 
Kotoko     , Fujiyosi Kotoko             , 2007-10-28, UNIS            , Japan      ,               , 
Kotone     , Kamimoto Kotone             , 2004-03-10, tripleS         , Japan      ,               , Tokyo
Kriesha Chu, Kriesha Ziskind Teo Tiu     , 1998-12-20,                 , Philippines,               , Cebu
Krystal    , Krystal Jung                , 1994-10-24, f(x)            , South Korea,               , San Francisco
Kyla       , Kyla Massie                 , 2001-12-26, Pristin         , USA        , South Korea   , California
Kyrin      , Park Geumju                 , 2000-02-23, Girls' World    , South Korea,               , Daejeon
Kyujin     , Jang Kyujin                 , 2006-05-26, NMIXX           , South Korea,               , 
Kyulkyung  , Zhou Jieqiong               , 1998-12-16, Pristin         , China      ,               , Taizhou
Kyungri    , Park Kyungri                , 1990-07-05, 9Muses          , South Korea,               , Busan
Lara       , Moon Shinae                 , 2000-08-09, Dreamnote       , South Korea,               , 
Layeon     , Lee Jimin                   , 1998-08-13, Purplebeck      , South Korea,               , 
LE         , Ahn Hyejin                  , 1991-12-10, EXID            , South Korea,               , Cheonan
Lea        , Ogawa Mizuki                , 1995-08-12, SECRET NUMBER   , Japan      ,               , Tokyo
Lee Haein  , Lee Haein                   , 1992-07-04, I.B.I           , South Korea,               , Changwon
Lee Jin    , Shim Yerin                  , 2001-03-12, Hi-L            , South Korea,               , 
Lee Soo    , Jin Isoo                    , 2001-06-27, PRECIOUS        , South Korea,               , Incheon
Lee Suhyun , Lee Suhyun                  , 1996-11-05, I.B.I           , South Korea,               , Ansan
Leean      , Jang Leean                  , 2009-10-09, Hearts2Hearts   , South Korea,               , 
Leeseo     , Lee Hyunseo                 , 2007-02-21, IVE             , South Korea,               , 
Leia       , Larissa Kartes              , 2001-05-14, Blackswan       , Brazil     , Japan         , Curitiba
Lena       , Kang Rena                   , 2002-04-17, GWSN            , South Korea,               , 
Lia        , Choi Jisu                   , 2000-07-21, ITZY            , South Korea,               , Incheon
Lily       , Lily Jin Morrow             , 2002-10-17, NMIXX           , Australia  , South Korea   , Marysville
Lime       , Kim Hyerim                  , 1993-01-19, Hello Venus     , South Korea,               , 
Lin Lin    , Huang Ziting                , 2003-07-05,                 , Taiwan     ,               , 
Lina       , Oh Sejin                    , 1997-07-27, ANS             , South Korea,               , 
Lina       , Oh Hyesoo                   , 1997-05-23, RedSquare       , South Korea,               , 
Linzy      , Im Minji                    , 1989-10-22, Fiestar         , South Korea,               , Incheon
Lisa       , Pranpriya Manoban           , 1997-03-27, BLACKPINK       , Thailand   ,               , Bangkok
Liv        , Kim Chaeyoung               , 1997-07-05, IRRIS           , South Korea,               , Gunsan
Liv        , Jin Kyungeun                , 2006-10-11, RESCENE         , South Korea,               , Suwon
Liyah      , Moon Liya                   , 2000-05-11, MIXX            , South Korea,               , 
Liz        , Kim Jiwon                   , 2004-11-21, IVE             , South Korea,               , 
Lizzy      , Park Sooyoung               , 1992-07-31, After School    , South Korea,               , Busan
Loha       , Kang Yejin                  , 2001-12-27, Nature          , South Korea,               , 
Lola       , Choi Yoojung                , 2001-02-22, Pixy            , South Korea,               , 
Lu         , Im Hayoung                  , 1997-12-03, NATURE          , South Korea,               , 
LuA        , Jo Hankyeung                , 1991-09-14, BADKIZ          , South Korea,               , Busan
Lua        , Kim Sookyung                , 2000-10-06, Weki Meki       , South Korea,               , 
Lua        ,                             , 2002-01-30, KELT9b          , South Korea,               , 
Lucy       , Noh Hyojung                 , 2002-08-31, Weki Meki       , South Korea,               , Goyang
Lucy       , Kim Daeun                   , 2004-04-09, woo!ah!         , South Korea,               , 
Luda       , Lee Luda                    , 1997-03-06, WJSN            , South Korea,               , Seoul
Luna       , Park Sunyoung               , 1993-08-12, f(x)            , South Korea,               , Seoul
Lynn       , Kawakami Rin                , 2006-04-12, tripleS         , Japan      ,               , 
Marin      , Yasufuku Marin              , 2001-03-17, Bling Bling     , Japan      ,               , Osaka
Mashiro    , Sakamoto Mashiro            , 1999-12-16, Madein          , Japan      ,               , 
May        , Jeong Chaeyoung             , 2001-07-27,                 , South Korea,               , 
May        , Hirokawa Mao                , 2004-11-16, Cherry Bullet   , Japan      ,               , 
May        , Lee Yebin                   , 2008-08-19, RESCENE         , South Korea,               , Goyang
Mayna      , Simone Shaoxi Mengna        , 2000-05-12, HOT ISSUE       , China      , Romania       , 
Mayu       , Kouma Mayu                  , 2001-05-12, tripleS         , Japan      ,               , Tomioka
Medic Jin  , Bae Yujin                   , 1996-08-25, Girlkind        , South Korea,               , 
Meiqi      , Meng Meiqi                  , 1998-10-15,                 , China      ,               , Luoyang
Mia        , Son Hyunmi                  , 1997-12-31, MIXX            , South Korea,               , 
Mia        , Han Eunji                   , 2000-01-13, Everglow        , South Korea,               , 
Mihee      , Lee Mihee                   , 2000-08-24, BOTOPASS        , South Korea,               , 
Mijoo      , Lee Mijoo                   , 1994-09-23, Lovelyz         , South Korea,               , Okcheon
Mika       , Yu Dahyun                   , 2002-01-08, Geenius         , South Korea,               , 
Miko       , Matsuda Miko                , 1995-10-28, Honey Popcorn   , Japan      ,               , 
Miku       , Katae Miku                  , 2002-10-09, Pink Fantasy    , Japan      ,               , 
Mimi       , Jung Mimi                   , 1993-01-01, Gugudan         , South Korea,               , 
Mimi       , Kim Mihyun                  , 1995-05-01, Oh My Girl      , South Korea,               , Jeju
Min        , Lee Minyoung                , 1991-06-21, miss A          , South Korea,               , Seoul
Mina       , Kwon Mina                   , 1993-09-21,                 , South Korea,               , Busan
Mina       , Myoui Mina                  , 1997-03-24, Twice           , Japan      ,               , San Antonio
Mina       , Kang Mina                   , 1999-12-04, Gugudan         , South Korea,               , Icheon
Minah      , Bang Minah                  , 1993-05-13, Girl's Day      , South Korea,               , Incheon
Minami     , Ito Minami                  , 2006-11-29, RESCENE         , Japan      ,               , Chiba
Minha      , Park Minha                  , 1991-06-27,                 , South Korea,               , Seoul
Minhee     , Joo Minhee                  , 1993-01-03, Stellar         , South Korea,               , Seoul
Mini       ,                             , 2000-06-12, Purplebeck      , South Korea,               , 
Minjae     , Seong Minjae                , 1994-12-18, Sonamoo         , South Korea,               , Busan
Minjae     , Shin Minjae                 , 1991-08-13, Tahiti          , South Korea,               , Busan
Minji      , Kim Minji                   , 2001-01-16, Busters         , South Korea,               , 
Minji      , Kim Minji                   , 2004-05-07, NewJeans        , South Korea,               , Yeongwol
Minji      , Park Minji                  , 1999-03-31, SECRET NUMBER   , South Korea,               , Yongin
Minjoo     , Kim Minjoo                  , 2001-02-05, IZ*ONE          , South Korea,               , Seoul
Minju      , Kang Minjoo                 , 2001-03-11, GWSN            , South Korea,               , 
Minju      , Seo Minju                   , 2003-09-29, KELT9b          , South Korea,               , 
Minju      , Park Minju                  , 2004-05-11, ILLIT           , South Korea,               , 
Minjung    , Cha Minjung                 , 2004-07-15,                 , South Korea,               , 
Minkyung   , Kang Minkyung               , 1990-08-03, Davichi         , South Korea,               , Goyang
Minnie     , Nicha Yontararak            , 1997-10-23, (G)I-DLE        , Thailand   ,               , 
Minseo     , Kim Minseo                  , 2004-08-12, woo!ah!         , South Korea,               , 
Minseo     , Park Minseo                 , 2003-03-21, Saturday        , South Korea,               , 
Mint       , Kunpat Phonpawiworakun      , 1994-06-23, Tiny-G          , Thailand   ,               , 
Minyoung   , Kim Minyeong                , 1990-09-12, Brave Girls     , South Korea,               , Seongnam
Minzy      , Kong Minji                  , 1994-01-18, 2NE1            , South Korea,               , 
Mire       , Su Mire                     , 2006-03-26, TRI.BE          , Japan      ,               , 
Miryo      , Jo Mihye                    , 1981-11-02, Brown Eyed Girls, South Korea,               , 
Miso       , Park Miso                   , 1991-04-04, Tahiti          , South Korea,               , Gwangju
Miso       , Park Jihyun                 , 1996-09-16, P.O.P           , South Korea,               , Busan
Miso       , Jeon Jimin                  , 2000-10-25, Dreamnote       , South Korea,               , 
MiU        , Ito Miyu                    , 2003-01-09, Madein          , Japan      ,               , Tokyo
Miya       , Miyauchi Haruka             , 1993-05-26, GWSN            , Japan      ,               , 
Miyeon     , Jo Miyeon                   , 1997-01-31, (G)I-DLE        , South Korea,               , 
Moka       , Sakai Moka                  , 2004-10-08, ILLIT           , Japan      ,               , Fukuoka
Moko       , Sakura Moko                 , 1991-03-19, Honey Popcorn   , Japan      ,               , 
Momo       , Hirai Momo                  , 1996-11-09, Twice           , Japan      ,               , Kyoto
Momoka     , Matsuda Momoka              , 2000-12-26, Pink Fantasy    , Japan      ,               , 
Monday     , Kim Jimin                   , 2002-05-10, Weeekly         , South Korea,               , 
Monika     , Kang Yeh                    , 1991-05-21, BADKIZ          , South Korea,               , Seoul
Moon Sua   , Moon Sua                    , 1999-09-09, Billlie         , South Korea,               , Cheongju
Moonbyul   , Moon Byulyi                 , 1992-12-22, Mamamoo         , South Korea,               , Bucheon
Moonhee    , Choi Moonhee                , 1997-04-15, Bonus Baby      , South Korea,               , 
Myungji    , Kim Myungji                 , 1997-10-09, Tiny-G          , South Korea,               , 
Nada       , Yoon Yejin                  , 1991-05-24,                 , South Korea,               , 
Naeun      , Son Naeun                   , 1994-02-10,                 , South Korea,               , Seoul
Naeun      , Lee Naeun                   , 1999-05-05, APRIL           , South Korea,               , Daejeon
Nagomi     , Abe Nagomi                  , 2007-07-02, Madein          , Japan      ,               , London
Nahyun     , Kim Nahyun                  , 1995-12-09, Sonamoo         , South Korea,               , Seoul
Nahyun     , Kang Nahyun                 , 2002-01-25, PRIMROSE        , South Korea,               , 
Nako       , Yabuki Nako                 , 2001-06-18, IZ*ONE          , Japan      ,               , Tokyo
Nakyung    , Lee Nakyung                 , 2000-06-01, fromis_9        , South Korea,               , Mungyeong
Nakyung    , Kim Nakyung                 , 2002-10-13, tripleS         , South Korea,               , Ulsan
Namjoo     , Kim Namjoo                  , 1995-04-15, Apink           , South Korea,               , Seoul
Nana       , Im Jinah                    , 1991-09-14, After School    , South Korea,               , Cheongju
Nana       , Kwon Nayeon                 , 2001-03-09, woo!ah!         , South Korea,               , 
Nana       , Ezumi Nana                  , 2007-06-06, UNIS            , Japan      ,               , Tokyo
Nancy      , Nancy Mcdonie               , 2000-04-13, MOMOLAND        , South Korea, USA           , Daegu
Nara       , Kwon Nara                   , 1991-03-13, Hello Venus     , South Korea,               , Seongnam
Narae      , Park Narae                  , 1988-02-23, SPICA           , South Korea,               , Incheon
Nari       , Kim Nari                    , 1992-10-05, Wassup          , South Korea,               , 
Narin      , Lee Narin                   , 2001-10-29, Bling Bling     , South Korea,               , 
Narin      , Lee Eunseo                  , 2000-06-06, Queenz Eye      , South Korea,               , 
Narsha     , Park Hyojin                 , 1981-12-28, Brown Eyed Girls, South Korea,               , 
Natty      , Ahnatchaya Suputhipong      , 2002-05-30, KISS OF LIFE    , Thailand   ,               , Bangkok
Nayeon     , Im Nayeon                   , 1995-09-22, Twice           , South Korea,               , Seoul
Nayeon     , Kim Nayeon                  , 2010-04-19, Hearts2Hearts   , South Korea,               , 
Nayoung    , Kim Nayoung                 , 1995-11-23, Gugudan         , South Korea,               , 
Nayoung    , Im Nayoung                  , 1995-12-18, Pristin         , South Korea,               , Chungcheongham
Nayoung    , Kim Nayoung                 , 2002-11-30, LIGHTSUM        , South Korea,               , Chuncheon
Nayu       , Kim Yewon                   , 2002-07-23, ILY:1           , South Korea,               , 
Nayun      , Kim Nayun                   , 1998-07-31, MOMOLAND        , South Korea,               , Seoul
NC.A       , Im Soeun                    , 1996-10-07, UNI.T           , South Korea,               , Osan
New Sun    , Choi Yoonsun                , 1997-06-19, Sonamoo         , South Korea,               , 
Nicole     , Nicole Jung                 , 1991-10-07, KARA            , South Korea, USA           , Los Angeles
Nien       , Hsu Nien Tsu                , 2003-06-02, tripleS         , Taiwan     , Vietnam       , Taipei
Nina       , Nina Nadia Mateer           , 2003-03-15, IRRIS           , Australia  , South Korea   , Brisbane
Ningning   , Ning Yizhuo                 , 2002-10-23, aespa           , China      ,               , Harbin
Nizz       , Hwang Sujeong               , 2001-07-07, X:IN            , South Korea,               , 
Noeul      , No Eul                      , 1989-05-10, Rainbow         , South Korea,               , Jeonju
Nova       , Maria Pavlovna Emelyanova   , 2002-10-10, X:IN            , Russia     ,               , Moscow
Nvee       , Florence Alena Smith        , 1999-01-10, Blackswan       , USA        ,               , 
Onda       , Jo Selim                    , 2000-05-18, Everglow        , South Korea,               , 
Pharita    , Pharita Chaikong            , 2005-08-26, BABYMONSTER     , Thailand   ,               , Bangkok
Qri        , Lee Jihyun                  , 1986-12-12, T-ara           , South Korea,               , Goyang
Rachel     , Sung Nayeon                 , 2000-08-28, APRIL           , South Korea, USA           , 
Raina      , Oh Hyerin                   , 1989-05-07, After School    , South Korea,               , Ulsan
Rainie     , Chu Chingyu                 , 2000-11-16, PRIMROSE        , Taiwan     ,               , 
Raon       , Lee Seoyoung                , 2000-01-21, ANS             , South Korea,               , 
Rayeon     , Lee Rayeon                  , 2001-11-24, FANATICS        , South Korea,               , Gwangju
Red        , Lee Heejin                  , 1991-07-10, Pungdeng-E      , South Korea,               , Daegu
Rei        , Naoi Rei                    , 2004-02-03, IVE             , Japan      ,               , 
Remi       , Katsuno Rise                , 2001-04-26, Cherry Bullet   , Japan      ,               , 
Rena       , Kang Yebin                  , 1998-10-19, Hinapia         , South Korea,               , 
Ria        , Kuwayama Ria                , 1998-02-03, BOTOPASS        , Japan      ,               , 
Riina      , Lee Seunghyeon              , 2001-02-21, H1-KEY          , South Korea,               , 
Rina       , Kang Soeun                  , 2001-09-27, Weki Meki       , South Korea,               , 
Rinji      , Hwang Rinji                 , 2006-05-05, Pixy            , South Korea,               , 
Ririka     , Kishida Ririka              , 2002-07-02, ILY:1           , Japan      ,               , 
Riwon      , Kim Riwon                   , 2007-01-11, CLASS:y         , South Korea,               , 
Roa        , Kim Minkyung                , 1997-07-29, Hinapia         , South Korea,               , 
Roa        , Kwak Jieun                  , 1994-10-06,                 , South Korea,               , 
Rona       , Chang Ching                 , 2002-06-05, ILY:1           , Taiwan     ,               , Taipei
Rora       , Lee Dain                    , 2008-08-05, BABYMONSTER     , South Korea,               , 
Rosé       , Roseanne Park               , 1997-02-11, BLACKPINK       , South Korea,               , Auckland
Royeon     , Jeon Hyunjoo                , 1998-02-20, ANS             , South Korea,               , 
Ruby       , Heo Jiwon                   , 2002-08-21, PRIMROSE        , South Korea,               , 
Rui        , Watanabe Rui                , 1994-10-08, H.U.B           , Japan      ,               , 
Ruka       , Kawai Ruka                  , 2002-03-20, BABYMONSTER     , Japan      ,               , 
Ryujin     , Shin Ryujin                 , 2001-04-17, ITZY            , South Korea,               , Seoul
Saebom     , Kim Saerok                  , 1997-01-30, NATURE          , South Korea,               , 
Saebom     , Kim Seyoung                 , 1995-01-13, Favorite        , South Korea,               , Gwacheon
Saebyeok   , Shim Jaeyoung               , 1996-11-09, Ho1iday         , South Korea,               , 
Saebyeol   , Han Saebyeol                , 1996-05-23, Matilda         , South Korea,               , 
Saena      , Jung Sehyun                 , 2004-03-12, FIFTY FIFTY     , South Korea,               , Busan
Saerom     , Lee Saerom                  , 1997-01-07, fromis_9        , South Korea,               , Gangwon
Sakura     , Miyawaki Sakura             , 1998-03-19, LE SSERAFIM     , Japan      ,               , Kagoshima
Sally      , Liu Xiening                 , 1996-10-23, Gugudan         , China      ,               , Guangdong
Sana       , Minatozaki Sana             , 1996-12-29, Twice           , Japan      ,               , Osaka
Sang       , Cui Xiang                   , 1995-01-26, Clear:I         , China      ,               , 
Sanga      , Lee Sanga                   , 1999-08-05,                 , South Korea,               , 
Sangah     , Yoo Sangah                  , 2002-09-04, LIGHTSUM        , South Korea,               , Incheon
Sarang     , Choi Sarang                 , 2007-11-30, Candy Shop      , South Korea,               , Seoul
Satbyeol   , Jeon Yujin                  , 2001-02-27,                 , South Korea,               , 
Sea        , Kim Sujeong                 , 1999-12-05, Highteen        , South Korea,               , 
Seea       , Kang Eunyoung               , 1994-08-21, Pink Fantasy    , South Korea,               , 
Seeun      , Yoon Seeun                  , 2003-06-14, STAYC           , South Korea,               , Pyeongtaek
Segye      , Shin Segye                  , 1998-08-19, AREAL           , South Korea,               , 
Sehyung    , Kang Sehyung                , 1998-12-13, Berry Good      , South Korea,               , 
Sei        , Lee Seojung                 , 2000-01-07, Weki Meki       , South Korea,               , 
Sejeong    , Kim Sejeong                 , 1996-08-28, Gugudan         , South Korea,               , 
Seline     , Jung Yeonjeong              , 2000-06-20, Cignature       , South Korea,               , 
